train_loss,val_loss,train_miou,val_miou,train_dice,val_dice,train_maccuracy,val_maccuracy,train_pixel_accuracy,val_pixel_accuracy
0.6990290731191635,0.6838926739162869,0.5553661568685331,0.5892350946863493,0.27744296281081104,0.3496260858244366,0.7011034161680274,0.6858740895986557,0.9452666176689996,0.9631542960802714
0.6474100649356842,0.6485906309551663,0.6124117201608088,0.5885417167511251,0.40676943336923915,0.36468008326159584,0.7487808391451836,0.770954880449507,0.9669034216139052,0.9511437548531426
0.6307656582858827,0.6281238396962484,0.6297955239812533,0.6069072716765933,0.4457581763466199,0.4068852845165465,0.7759747542440891,0.7955114295085272,0.9700224134657118,0.9553795523113675
0.6217520667446984,0.6246552334891425,0.6365767618020376,0.6073695859975285,0.4612843675745858,0.4082602692974938,0.7867135860853725,0.7970906330479516,0.9703461858961318,0.9559427632225884
0.6117876635657417,0.6099271708064609,0.6419801306393411,0.6214748579594824,0.4736679370204608,0.43873292538854813,0.7928944130738577,0.8129165718952814,0.9710416264004178,0.9594548874431186
0.603897997074657,0.5971551603741116,0.6451830983989768,0.6395739283826616,0.48125876155164504,0.4700339039166768,0.8128310102555487,0.773657394780053,0.9702535735236274,0.9689924518267313
0.5960237433513006,0.5935957961612277,0.6477695150921742,0.6495483741164207,0.48728254851367736,0.4886941115061442,0.817766449517674,0.7638314068317413,0.970683839586046,0.9723757836553786
0.5882016817728678,0.599375585714976,0.6527576498273346,0.6059010935326418,0.4970476594236162,0.40920450786749524,0.8125343893965086,0.8149948649936252,0.9721176359388564,0.9518881638844808
0.5793527629640367,0.5779390533765157,0.6576121081080701,0.637825545337465,0.5082381019989649,0.4704599645402696,0.8277895711362362,0.8011195825205909,0.972052362230089,0.9660408761766222
0.57331759068701,0.5761974387698703,0.6574497758928273,0.6215660058789783,0.506249823504024,0.4394394987159305,0.8213348819149865,0.8102294752995173,0.9726840125189887,0.9597046309047275
