train_loss,val_loss,train_miou,val_miou,train_iou,val_iou,train_dice,val_dice,train_maccuracy,val_maccuracy,train_pixel_accuracy,val_pixel_accuracy
0.5892085880041122,0.5474436216884189,0.4776944349008166,0.4885939790142907,0.002099442110597415,0.0,0.00414669829398109,0.0,0.4955734868172941,0.5,0.9533973799811469,0.9771879646513197
0.5413540850083033,0.5433809161186218,0.48828943570454914,0.4885939790142907,0.0,0.0,0.0,0.0,0.49999731447961593,0.5,0.9765788714090983,0.9771879646513197
0.5408680737018585,0.5410224199295044,0.48829616440667045,0.4885939790142907,0.0,0.0,0.0,0.0,0.4999976141585244,0.5,0.9765923288133409,0.9771879646513197
0.5408533083068,0.5607808629671732,0.4882333278656006,0.4885939790142907,0.0,0.0,0.0,0.0,0.5,0.5,0.9764666557312012,0.9771879646513197
0.5378471480475532,0.5403781334559122,0.4882722430759006,0.48900933606394875,0.0,0.001369301669506563,0.0,0.002715100741220845,0.49999948259856963,0.5004235895014264,0.9765444861518012,0.9766507281197442
0.5370616051885817,0.5323525336053636,0.48891074526020223,0.4885939790142907,0.0012033346833454238,0.0,0.0023067411449220446,0.0,0.5006446908745501,0.5,0.9766187138027616,0.9771879646513197
0.5322273969650269,0.514447506931093,0.4887008844784254,0.5070677066428794,0.0012353881805514295,0.0387760926451948,0.0024339884467836884,0.07389801554381847,0.5005576372366503,0.5208006269919375,0.9761671490139432,0.9753882421387566
0.469202636844582,0.4662218590577443,0.5467256309671534,0.5581350897749265,0.12636741540498203,0.17280576129754385,0.22037016103665033,0.292727326353391,0.5997288589779701,0.737319173084365,0.96724976433648,0.9441166586346097
0.4084445892108811,0.41658492883046466,0.585940851105584,0.5847544574903117,0.20195039444499546,0.2185108537475268,0.3325354986720615,0.3550289769967397,0.6590002891090181,0.7709571073452631,0.9701583650377061,0.9516582820150588
0.38467588441239464,0.42487138840887284,0.6012998534780409,0.5910044006175466,0.23094742931425571,0.23505214684539372,0.37201228075557286,0.37585604025257957,0.6795563571568992,0.8193541301621331,0.9719009399414062,0.9477770129839579
0.3812034825483958,0.3413267665439182,0.60381713281903,0.6326754796836112,0.23602400430374676,0.2926175942023595,0.37854841020372176,0.45188308093282914,0.6852796744141314,0.7439292967319489,0.9718601438734267,0.9730492896503873
0.3633147387040986,0.3305130700270335,0.6162384661535422,0.6399626533190409,0.2596120975083775,0.3063055608007643,0.41025469576319057,0.46810053454505074,0.7024850961234834,0.7516079909271665,0.9731257756551107,0.9739322993490431
0.3631872965229882,0.32107508844799465,0.6154466198964251,0.6463827739159266,0.257824610090918,0.3159366084469689,0.40726322225398487,0.479295230574078,0.7028810210112069,0.7309719423453013,0.9733250935872396,0.9770810935232375
0.356528892285294,0.3159944911797841,0.6201360107709964,0.6487622443172667,0.2665092477367984,0.31919806864526534,0.41832202093468773,0.4835224813885159,0.7074291619161764,0.7220731327931086,0.974018414815267,0.9785528050528632
