train_loss,val_loss,train_iou,val_iou,train_dice,val_dice,train_accuracy,val_accuracy
0.7111459109518263,0.6850595739152696,0.1507576966865195,0.14419896321164238,0.2541251472300953,0.24843823164701462,0.9079739782545302,0.9374832908312479
0.6265136847893397,0.7397257089614868,0.25053251369131935,0.09483921527862549,0.39731208731730777,0.17259733627239862,0.9648361735873752,0.8413232498698764
0.6002745992607541,0.6001880566279093,0.2624732582933373,0.2588898440202077,0.4120461638602946,0.40786269969410366,0.9651453759935167,0.9616485238075256
0.579929937918981,0.5914183855056763,0.28406886094146305,0.22523822221491072,0.4394434963663419,0.36436691880226135,0.9678984218173556,0.9494681358337402
0.5641077558199564,0.5679947005377876,0.29662106475896305,0.2660250978337394,0.4546198753847016,0.416298422548506,0.9677300453186035,0.9590604901313782
0.5499152491490046,0.5473125643200345,0.3125254830552472,0.31028661131858826,0.4718862705760532,0.46836401025454205,0.968850294748942,0.9724369115299649
0.537650959359275,0.5371268921428256,0.3197399547530545,0.29107080731127,0.4801424965262413,0.4462360640366872,0.9692658318413628,0.9671118921703763
0.5281081116861768,0.6816523737377591,0.31965523378716576,0.16941087692975998,0.4801403871840901,0.285423015554746,0.9696738455030653,0.9133510920736525
0.5174367560280694,0.5146946708361307,0.33048857127626735,0.32006796697775525,0.4924745841158761,0.4786343773206075,0.9708945486280653,0.9755568504333496
0.5071474239230156,0.5137550930182139,0.33528784414132434,0.29276622500684524,0.4994554958409733,0.4491208427482181,0.9711004363165961,0.9662933680746291
0.49498986535602146,0.5086098843150668,0.3593185457090537,0.3326336161957847,0.5260567706492212,0.49414656228489345,0.9729331864251031,0.9742828872468736
0.49111612968974644,0.5018480519453684,0.3363289158377383,0.27895303898387486,0.49794383926524055,0.43149419294463265,0.9720116721259223,0.9622115823957655
0.47874240742789376,0.5351667172378964,0.3531852426628272,0.20375776290893555,0.5171434871024556,0.3348759098185433,0.9721917046440972,0.9321546422110664
0.4707556466261546,0.48706386155552334,0.35580382082197404,0.297459257973565,0.5203844234347343,0.4542524152331882,0.9726757473415799,0.9630316827032301
0.4623522178994285,0.4743697941303253,0.35666757118370795,0.29838333858384025,0.5207415206564797,0.45538939038912457,0.9731304910447862,0.9675835834609138
0.45139119029045105,0.454918278588189,0.3646556114157041,0.33699670765135026,0.5304611002405485,0.49845799803733826,0.9736117786831326,0.9737174047364129
0.44601815028323066,0.47012190024058026,0.359773682223426,0.2585617270734575,0.5259248009986348,0.4064902828799354,0.9734389517042372,0.9564526942041185
0.43667034473684097,0.493069675233629,0.36647893736759823,0.22003138230906594,0.5323511908451716,0.35699233412742615,0.9733821021185981,0.9364003406630622
0.4309360749191708,0.44244694378640914,0.35840866300794816,0.3381848136583964,0.5239567889107598,0.4989219341013167,0.9734764099121094,0.9776911073260837
0.4185725582970513,0.42646271652645534,0.3760432004928589,0.3549945089552138,0.5433203536603186,0.51803676949607,0.9753423796759711,0.9776979552374946
0.4101834131611718,0.42584115597936845,0.3847295451495383,0.3298337227768368,0.5521414594517814,0.4909623662630717,0.9760448667738173,0.9724065131611295
0.40693217433161205,0.4385402003924052,0.36724908815489876,0.330914427836736,0.5333569844563802,0.4928073849942949,0.9749693340725369,0.972277992301517
0.39452389379342395,0.4087061451541053,0.38619611743423676,0.3434816350539525,0.5535875153210428,0.5058901839786105,0.9769135051303439,0.9756046798494127
0.3883087221119139,0.40850433376100326,0.38489992502662873,0.32188457912868923,0.5504752952191565,0.48295603526963127,0.9762149916754829,0.9693923261430528
0.38275644845432705,0.4021019736925761,0.3872698102560308,0.3446240938372082,0.5530116591188643,0.5072407457563612,0.977348804473877,0.9752336608039008
0.3707624533110195,0.3935190637906392,0.3985405812660853,0.3282500406106313,0.5656762893001238,0.4911118944485982,0.9780411190456815,0.9687488211525811
0.3627944050563706,0.38276583618587917,0.39908329314655727,0.3450870994064543,0.5677892317374548,0.50779370798005,0.9777464866638184,0.9738895495732626
0.35693659550613827,0.3676234682401021,0.40077903908159995,0.37329484356774223,0.5667872495121427,0.5373240477508969,0.9779201083713107,0.9776182704501681
0.3503273468878534,0.39329637752638924,0.40456996940904194,0.3043937534093857,0.5727259284920163,0.4614949689971076,0.9786983595954047,0.9798931280771891
0.3413853545983632,0.37772159112824333,0.41384676636921036,0.3115825917985704,0.5812305294805102,0.4697970648606618,0.9794759750366211,0.9674079550637139
