train_loss,val_loss,train_miou,val_miou,train_dice,val_dice,train_maccuracy,val_maccuracy,train_pixel_accuracy,val_pixel_accuracy
0.7282777792877622,0.7197732660505507,0.523821112441106,0.5589500868486034,0.26468216182870996,0.2945857180489434,0.7410392968191041,0.7356929894950655,0.8902683787875705,0.9416477282842001
0.6593888799349467,0.6516932712660896,0.597477440825767,0.6038915978537666,0.37746747707327205,0.3837692803806729,0.7706702577157153,0.7354714704884423,0.9572462505764432,0.9667098058594598
0.6295697904295392,0.6189391480551826,0.6239064404120048,0.6278397449188762,0.4392404639058643,0.43962954812579685,0.7963686345352067,0.7573881215519376,0.9647183418273926,0.9724036388927035
0.6168679876459969,0.6328549252616035,0.6211457457393408,0.5768207766943507,0.4323372211721208,0.3455160740349028,0.7917827351225747,0.8329354061020745,0.9637325604756674,0.9440711206860013
0.6003331939379374,0.6192506088150872,0.6287568598571751,0.5720238925682174,0.44699298590421677,0.335787167151769,0.79365500393841,0.8273047970400916,0.9655653635660807,0.9421842098236084
0.5857787910434935,0.5805602537261115,0.637886425273286,0.6461022429996066,0.4676605123612616,0.4817270769013299,0.8072671054138078,0.7906602041588889,0.9672031402587891,0.9736051162083944
0.5784066369136175,0.583376599682702,0.632285620396336,0.6284235724144511,0.45595213191376793,0.4490160644054413,0.8180851464470228,0.8242613110277388,0.9648707707722982,0.965905937883589
0.5671212242709266,0.5719294945398966,0.6409213211801317,0.6185299745864339,0.47359630631075966,0.4313602215713925,0.8054177405105697,0.8427881747484207,0.9685951868693033,0.9610738621817695
0.5535238054063585,0.5615057349205017,0.6444431321902407,0.6173555991715856,0.4820408754878574,0.428786125448015,0.8136205747723579,0.8369357337554296,0.9684233135647244,0.9610001775953505
0.5448343406120936,0.551819192038642,0.6449526144812504,0.6249115152491463,0.4826531435052554,0.44045986069573295,0.8131804428994656,0.81286435160372,0.9687392446729872,0.9664570093154907
0.5324489259057574,0.5316188997692533,0.6535754280371798,0.6565778280297915,0.5013132128450606,0.5028416315714518,0.8238340554138025,0.7997819400495954,0.9694818390740289,0.9749863081508212
0.5245639127161768,0.5576484203338623,0.6492883571320109,0.5781597544749578,0.49138199703560936,0.353696604569753,0.8140075210895803,0.85509126385053,0.9693159527248807,0.9409554534488254
0.5200824787219366,0.5170074767536588,0.6382867629743285,0.6608296318186654,0.4681634282072385,0.512125614616606,0.8092954204314284,0.7952133996619118,0.967414379119873,0.9762916896078322
0.5055222602354156,0.5089381304052141,0.6542965703540378,0.640299431151814,0.5016417793101735,0.4768642783164978,0.82266022471918,0.8510371694962183,0.9698110686408149,0.9674117697609795
0.5001297079854541,0.5035453041394552,0.6479168455633852,0.6459498587581847,0.4893464470903079,0.48418580492337543,0.8272875203854508,0.8229490319887797,0.9680542416042752,0.9711450272136264
0.48833968655930626,0.49481526679462856,0.6574910705288252,0.6600955285959773,0.5081788582934273,0.505730390548706,0.8301447563701205,0.7592699196603563,0.9696916474236382,0.9791030022833083
0.4781532759467761,0.49328748716248405,0.6629476472735405,0.6566988146967359,0.5202528917127185,0.495375868346956,0.8327368584771951,0.7242119958003362,0.9711389011806912,0.9812399016486274
0.47402767257557976,0.4709482557243771,0.6527267034269042,0.6663992404937744,0.4977249660425716,0.5252594716019101,0.8188012490669886,0.8157566471232308,0.9703678025139703,0.9762252370516459
0.46129169480668175,0.47491098443667096,0.6663010670906968,0.6325956111152967,0.5257434046102895,0.45995616912841797,0.828463803148932,0.8329139467742708,0.9720865355597602,0.9657557672924466
