train_loss,val_loss,train_miou,val_miou,train_dice,val_dice,train_maccuracy,val_maccuracy,train_pixel_accuracy,val_pixel_accuracy
0.8063941399256388,0.7440638807084825,0.4175110157423963,0.531064665565888,0.18527656307237017,0.24228982792960274,0.6889776944493254,0.7097095681561364,0.7337720129224989,0.9227747586038377
0.7075849639044868,0.7918648521105448,0.5950638874330454,0.5986681820617782,0.3574687648150656,0.3692702651023865,0.6900915952606334,0.684556202756034,0.9692860179477267,0.9694687128067017
0.684688409169515,0.6903499828444587,0.6024970042829713,0.6057223396168815,0.37635426471630734,0.3942172990904914,0.6972435054679712,0.7348524580399195,0.9704780048794217,0.963975727558136
0.6692309396134483,0.671824680434333,0.6109551284462214,0.5931212330857912,0.40283408967985046,0.35441427263948655,0.7469857482032644,0.6723948021729788,0.9660402403937446,0.9694921440548367
0.6577625638908811,0.6454109814431932,0.6142197857714362,0.6189255524012778,0.4128925949335098,0.42618541916211444,0.7622668192618423,0.7606217629379697,0.9655783441331651,0.9647793306244744
0.6334352410501904,0.6359958979818556,0.6206123953064283,0.6099753644731309,0.42751370039251113,0.4144157866636912,0.7700956881874137,0.7981980525785022,0.9671217070685493,0.9580003089374967
0.6203178879287508,0.6183566451072693,0.6263933492203554,0.63145988020632,0.4406485739681456,0.4575205577744378,0.7921481235987611,0.7966065655152003,0.9668572213914659,0.9657314287291633
0.6086025420162413,0.6071615550253127,0.6359935082081292,0.6096696770853467,0.46312353842788273,0.41656168301900226,0.7966139328976473,0.81438690258397,0.9689715703328451,0.9558421307139926
0.6010052810112635,2.1236669752332897,0.6365289824704329,0.4754571904324823,0.4633660821451081,0.19113537089692223,0.8076080352895789,0.7844297521644168,0.9685093031989204,0.8471445706155565
0.5952256768941879,0.5811135835117764,0.6383071413470639,0.6510634248455366,0.4664486141668426,0.49018723434872097,0.7989715884129206,0.7477754834625456,0.9690585666232638,0.9748669001791213
0.5812509275145001,0.5795189870728387,0.6353317869620191,0.6380511149764061,0.4589807449115647,0.4721973240375519,0.7960204395155112,0.8097204483217664,0.9683808220757378,0.9655967023637559
0.5702529781394534,0.5776034990946451,0.6423262918574942,0.6138845508297285,0.4775204120410813,0.4233346747027503,0.8115294145213233,0.8092516462008158,0.969059043460422,0.9567769434716966
0.5607260415951411,0.5895950330628289,0.6436171759333875,0.581435019771258,0.47866526080502403,0.3684452341662513,0.8182337830464045,0.8502971430619558,0.9692419899834527,0.9365426037046645
0.5523350619607501,0.5417636434237162,0.6496940991944737,0.6509970045751996,0.49089811245600384,0.49519533581203884,0.8147768995000256,0.7906670702828301,0.9703982671101888,0.9706359505653381
0.543680291208956,0.5388181342018975,0.6511477799051337,0.6557616856363084,0.49534869607951904,0.5051214562522041,0.825178224593401,0.7966527657376395,0.9698786205715604,0.9712964362568326
0.5350751363568835,0.5403727028104994,0.6533606497363912,0.6583465097679032,0.49665579613712096,0.5030152300993601,0.8163865490092171,0.7407029138671027,0.97112062242296,0.9768750402662489
0.5272692491610845,0.5240369306670295,0.6503801892201105,0.6392300791210599,0.49280872609880233,0.47742950254016453,0.8207893694440523,0.8273158354891671,0.970839712354872,0.9641645285818312
0.5179371610283852,0.5279828508694967,0.6561859817140632,0.6148316553897328,0.5037945637272464,0.42493120498127407,0.8213969204160902,0.8077082766426934,0.9714337454901801,0.9576730595694648
0.5087209360467063,0.5055133865939246,0.6591551508754492,0.6702432764901055,0.5117661555608114,0.5274997817145454,0.831397621995873,0.7380656898021698,0.9718030293782552,0.9790418479177687
0.5002893085281054,0.5007812546359168,0.655865634067191,0.664502788749006,0.5060451047288047,0.5181095401446024,0.8385969342456924,0.7658456133471595,0.9706297980414497,0.9759180015987821
