train_loss,val_loss,train_miou,val_miou,train_iou,val_iou,train_dice,val_dice,train_maccuracy,val_maccuracy,train_pixel_accuracy,val_pixel_accuracy
0.6325581288999982,0.6281680133607652,0.5209261508807685,0.5166485682388561,0.07703143497807712,0.05849318542621202,0.13383852713256297,0.10876070914996995,0.5578075570625111,0.530806829713078,0.9649355676439073,0.974850767188602
0.47607993003394866,0.4544684721363915,0.6067143378572332,0.6041152526934942,0.24056506777803102,0.239466968509886,0.38442605568303,0.38367731041378444,0.6885614643494288,0.6972190431422658,0.9730974303351508,0.9690769182311164
0.40996939854489434,0.6034783091810014,0.626553415424294,0.5243939937402805,0.27732447452015346,0.07307890016171667,0.43142947802941006,0.135243474609322,0.7071546750764052,0.5376164401984878,0.9760070906745063,0.9757548173268636
0.3914065154062377,0.380132171842787,0.6345747047000461,0.6291539569695791,0.2923588438166512,0.28242424461576676,0.4494744406806098,0.43790964285532635,0.7142748667134179,0.6869393636782964,0.9770116806030273,0.9761095576816134
0.3738744590017531,0.36838319566514754,0.6431368334839741,0.6411389542950524,0.30865643959906364,0.3074476917584737,0.46789363192187416,0.4685719178782569,0.7225820393198066,0.7207697812053893,0.9778406884935167,0.9751298758718703
0.37620874908235336,0.37293584479226005,0.6390547882765532,0.6300733710328738,0.30142900803022915,0.28327759603659314,0.4587956849071715,0.4364515807893541,0.7271969194213549,0.6783960436781248,0.9769100613064237,0.9770773980352614
0.35942959040403366,0.3885209957758586,0.651482659081618,0.6141688500841459,0.32440977957513595,0.250252162416776,0.48664233171277577,0.39678316646152073,0.7328808891276518,0.6410758503609233,0.9787748124864366,0.9782417880164253
0.3567858934402466,0.37590599722332424,0.6524740939752923,0.6398509881562657,0.32613953492707676,0.3059504247374005,0.4879196708401044,0.46765181091096664,0.7349522407684062,0.7293589628405042,0.9790236685011122,0.9740709927346971
0.35148607939481735,0.3964320354991489,0.6583197123060623,0.6046159052186542,0.337763006074561,0.23198405570454067,0.5020528261860212,0.37309640314843917,0.7447513114247057,0.6316843388809098,0.9791082806057401,0.9773998922771878
0.3430183157324791,0.3428243100643158,0.6595590439521604,0.6646111607551575,0.3397492240700457,0.35563662979337907,0.5041248922546705,0.523250185781055,0.7398285443584124,0.7870056331157684,0.9795881377326118,0.9740027189254761
0.3382477006978459,0.34043873680962455,0.6666979489641057,0.6652678814199235,0.35390016560753185,0.3545980718400743,0.5204206597473886,0.5220674177010854,0.7510897086726295,0.761798769235611,0.9797218640645345,0.9762745234701369
0.33510971897178227,0.3395014140341017,0.6672225567615695,0.6568517718050215,0.3547990831236045,0.33597897158728707,0.5212499673167864,0.5007123980257246,0.7552060836719142,0.7188731597529517,0.9798791143629286,0.9779784546958076
0.3387063576115502,0.3548162943787045,0.662727227434516,0.6445419548286332,0.34588563731975025,0.31166452666123706,0.512144584622648,0.4729374779595269,0.7475632503628731,0.6991161190801196,0.9797918001810709,0.9776549339294434
0.34071774035692215,0.36315058006180656,0.6629411106308302,0.6425979021522734,0.34651310245196026,0.3068970607386695,0.5104343460665809,0.4668009943432278,0.7453047809087567,0.6878127397762405,0.9795912106831869,0.9785166316562228
0.32949570897552705,0.33205069104830426,0.6672416441142559,0.6587102396620644,0.35472014132473206,0.3389186031288571,0.5203847140073776,0.5049963957733579,0.7578364863163896,0.7147264927625656,0.9799910651312934,0.9787454207738241
0.3218698567814297,0.3222140305572086,0.676876047005256,0.6649611559179094,0.3731635452972518,0.3514915307362874,0.5413814534743627,0.5184146397643619,0.7642604447901249,0.7266462826066546,0.980812496609158,0.978685716787974
0.3193029488126437,0.3240029712518056,0.6781207714229822,0.6643330868747499,0.3755894439915816,0.34958653648694354,0.5425620550910631,0.5167077316178216,0.7617076457374625,0.7187348256508509,0.9808753861321343,0.9793254070811801
0.3210674002766609,0.31845714648564655,0.6774533670395613,0.6775365140702989,0.37409592130117947,0.377957734796736,0.5409575940834151,0.547042277124193,0.7607364186810123,0.7737298392587237,0.9810303052266439,0.9774539338217841
0.3205336978038152,0.3265569541189406,0.6797810068560971,0.6659746285941865,0.37893105794986087,0.35368332929081386,0.5464366947611173,0.5205087860425314,0.7685718983411789,0.7330111232068803,0.9808619287278917,0.9785275591744317
0.3221166200107998,0.32819904883702594,0.6753806873328156,0.6749995102485021,0.37002594355079865,0.37365501787927413,0.5374628711077902,0.542215559217665,0.7541946520407995,0.7760167883502113,0.9809560775756836,0.9767057365841336
0.3164617820746369,0.3186107344097561,0.6781877658019463,0.6708200540807512,0.3766105816596084,0.3626946409543355,0.5444456214706103,0.5303530097007751,0.7741172177096208,0.7351962493525611,0.9800091849433051,0.9792037871148851
0.3121020810471641,0.3342234161165025,0.6816561542865303,0.6614450837175051,0.3821629612810082,0.34372914996412063,0.5499191093775961,0.508873184521993,0.7730478184918562,0.7142745604117712,0.9813728332519531,0.9793966743681166
0.308042557289203,0.3445553017987145,0.6816890773673853,0.6462241692675484,0.3824931358297666,0.3134181002775828,0.5512927116619216,0.47452421651946175,0.76908112068971,0.6846875109606319,0.9811117913987901,0.979237245188819
0.30921758421593243,0.30627060267660355,0.6831628955486748,0.6849618421660529,0.38481740694906974,0.3915437592400445,0.5527974002891116,0.5615513390964932,0.7609860172702206,0.77407838900884,0.9817234675089518,0.9787017040782504
0.30563347082999015,0.3257703681786855,0.687781647261646,0.678409766819742,0.3946047168638971,0.37887364957067704,0.5628766823146079,0.5477842258082496,0.7777443399859799,0.763429312242402,0.9811933305528429,0.9782635238435533
0.3080049517254035,0.32722917861408657,0.6825346197519038,0.6596075817942619,0.38481433275673127,0.3394494503736496,0.5526603236794472,0.5044833686616685,0.7792866557008691,0.7015622274743186,0.9804989496866862,0.9799885882271661
0.3131488677528169,0.3354424138863881,0.6855476287504038,0.6770791212717692,0.3896062398950259,0.37774625089433456,0.5579266664054658,0.547455542617374,0.7673310571246676,0.7832624117533366,0.9817108048333062,0.9767791231473287
0.30387476417753434,0.3165026538901859,0.6881688195798132,0.6786242723464966,0.3945966263612111,0.37800278266270954,0.5633132316999965,0.5471689932876163,0.7702819162772762,0.7446932776106728,0.9819583892822266,0.9795199235280355
0.30586570211582714,0.3106961150964101,0.6847386012474695,0.6795008894470003,0.38834162718719906,0.3809349106417762,0.5563833365837733,0.5503107276227739,0.7715400006208155,0.7647445963488685,0.9813670052422417,0.9783763024542067
0.30226195231080055,0.30627990431255764,0.6905658485160934,0.687819747461213,0.3995338198211458,0.3968459400865767,0.5683919481105275,0.5663819478617774,0.7752419809500376,0.7723918341928058,0.9818238152398003,0.979108452796936
0.2892277004818122,0.30768583218256634,0.6960762279729048,0.6813415785630544,0.40982917033963734,0.384342266453637,0.5786772395173708,0.5542184677388933,0.7786904300252596,0.7637248204814063,0.9825433095296224,0.9786521991093954
0.29680008730954593,0.30284591515858966,0.6950481507099338,0.6851406892140707,0.40828925164209473,0.39141974846522015,0.5764449023538165,0.5609346297052171,0.7815508674830198,0.7658812867270576,0.98202912012736,0.9791706668006049
0.2891896631982591,0.2985924349890815,0.7028474542829726,0.6854834838045968,0.4234260121981303,0.39059726728333366,0.592702610625161,0.5603266292148166,0.7937457888490624,0.7438662929667367,0.9825024074978299,0.9806340601709154
