train_loss,val_loss,train_iou,val_iou,train_dice,val_dice,train_accuracy,val_accuracy
0.6934732927216424,0.664178278711107,0.17086956153313318,0.2897997713751263,0.28530238206601805,0.4459201527966393,0.9309517542521158,0.9780704312854342
0.6295998146136602,0.6480481492148505,0.2551516166163815,0.20866466561953226,0.40293728104896015,0.3442714909712474,0.9617707464430068,0.9466336303287082
0.6034268107679155,0.5871894227133857,0.2832185814364089,0.3185565736558702,0.43760963239603573,0.47934048043357,0.965338389078776,0.9763646258248223
0.5848703549967872,0.5816809468799167,0.2934083052807384,0.3203152236011293,0.4496468909912639,0.48211390773455304,0.9657082557678223,0.9770849082205031
0.5715410610040029,0.6499519546826681,0.30146176781919265,0.11901507526636124,0.45777688175439835,0.21128664248519474,0.9664980040656196,0.8638127975993686
0.5605945504373975,0.5529487464163039,0.2986111351185375,0.3138829734590318,0.4551371725069152,0.4756465388668908,0.9669662051730685,0.9746959076987373
0.5433156887690226,0.5413036876254611,0.3330064614613851,0.3184236337741216,0.495538118812773,0.48112861315409344,0.9701375961303711,0.9722330636448331
0.5351534634828568,0.5351293484369913,0.31358183009756935,0.2891040841738383,0.47315963357686996,0.44534264339341056,0.9679814974466959,0.9615674416224161
0.5242768658532037,0.5199412140581343,0.32459106834398377,0.34503499997986686,0.48651286131805843,0.5105189614825778,0.9688662952846951,0.9736917350027297
0.5120608980456988,0.5144026610586379,0.3383307411438889,0.34258970949384904,0.5017486612002054,0.5080144008000692,0.9698138766818576,0.9739749895201789
0.5054245640834173,0.5031926499472724,0.32799214952521855,0.3388584785991245,0.49051080809699166,0.5032222171624502,0.9693896505567763,0.9713501466645135
0.4920881812771161,0.49387802018059623,0.35277239564392304,0.3525203466415405,0.5176617643899388,0.5182614823182424,0.971042103237576,0.9809124403529697
0.48220573117335636,0.4839208059840732,0.35795045147339505,0.35303129421340096,0.5243283518486552,0.5194142593277825,0.9715353647867838,0.9752491315205892
0.48119371715519166,0.475968877474467,0.328807948778073,0.3616580499543084,0.4905502191848225,0.5288677281803555,0.969216505686442,0.9781945612695482
0.4682105804483096,0.46542858415179783,0.34662466247876483,0.3841239809989929,0.5122731857829623,0.5525481402873993,0.9703490999009874,0.9810287555058798
0.4663037889533573,0.4617539213763343,0.3256688685052925,0.34003549151950413,0.48619919353061253,0.5054071247577667,0.9696658982170953,0.9716491169399686
0.4514839467075136,0.4581276211473677,0.3589227990143829,0.36767734752760994,0.5236256851090325,0.5337379972139994,0.9726714028252496,0.9838050074047513
0.4425990316602919,0.46583423018455505,0.3587772163252036,0.31541810433069867,0.52313964565595,0.47675977150599164,0.97244660059611,0.9829767677519057
0.43689682169093025,0.4355902804268731,0.35740090451306766,0.3693019284142388,0.5220896253983179,0.5377595689561632,0.9729135301378038,0.9783574408955045
0.42944441652960247,0.44931041532092625,0.36647891253232956,0.30545951757166123,0.5321145761344168,0.4642526970969306,0.9734630054897733,0.9654024243354797
0.41881686283482444,0.41372911135355633,0.3684372939169407,0.4127302368481954,0.5339007013373904,0.582494941022661,0.9736217922634549,0.9823865493138632
0.41110538525713813,0.41733963953124154,0.37396084931161666,0.3512711690531837,0.5402465752429433,0.5175211826960245,0.9746062490675185,0.9734268254703946
0.40327154596646625,0.401392529408137,0.37506340195735294,0.4003335237503052,0.5416257455945015,0.5697672201527489,0.9746874703301324,0.9818994204203287
0.3929596187339889,0.41839120123121476,0.387436815434032,0.32578511039415997,0.5550906732678413,0.49022427201271057,0.975737041897244,0.9796531664000617
0.3849248281783528,0.4037151204215156,0.3889979769786199,0.3583490153153737,0.5574287242359586,0.52463541759385,0.975671026441786,0.9818936983744303
0.3799271641506089,0.39480509029494393,0.38671256105105084,0.36587459180090165,0.5547920399241977,0.5339008238580492,0.9759689966837565,0.9832124908765157
0.37443969481521183,0.3853377203146617,0.38436013129022384,0.3494042158126831,0.5474892581502596,0.5170881383948855,0.975316948360867,0.9746392634179857
0.36452123936679626,0.36579976148075527,0.3960598260164261,0.3997383581267463,0.563300153447522,0.5695744223064847,0.9773604604932997,0.9798007276323106
0.361004828578896,0.35971442858378094,0.3866332848038938,0.4005038109090593,0.5542135520113839,0.5699397656652663,0.9763313399420844,0.9809678726726108
0.34714090244637597,0.35228516658147174,0.4092209020422565,0.38839348157246906,0.5769998878240585,0.5579711099465688,0.9783560964796278,0.9777070350117154
0.3379509291715092,0.3408404191335042,0.41038068673676914,0.41046661469671464,0.5785950024922689,0.5803686380386353,0.9780143102010092,0.9821357793278165
0.3366580224699444,0.3409424424171448,0.406215385430389,0.3919513126214345,0.5742927831080225,0.5616527795791626,0.9782238006591797,0.9785592555999756
0.3291320825616519,0.32491395208570695,0.4095613703959518,0.42309240831269157,0.5776658083001772,0.5934109754032559,0.9787014325459799,0.984182874361674
0.3248755724893676,0.3318238721953498,0.4061347742875417,0.38881659176614547,0.5734764652119743,0.5583062171936035,0.9783741103278266,0.9778391255272759
0.3205445143911574,0.36104687717225814,0.40558039314217037,0.32419953412479824,0.5736266730560197,0.4846549067232344,0.9790654712253146,0.9685087071524726
