train_loss,val_loss,train_dead_tree_iou,val_dead_tree_iou,train_background_iou,val_background_iou,train_mean_iou,val_mean_iou,train_dead_tree_dice,val_dead_tree_dice,train_background_dice,val_background_dice,train_mean_dice,val_mean_dice,train_dead_tree_accuracy,val_dead_tree_accuracy,train_background_accuracy,val_background_accuracy,train_mean_class_accuracy,val_mean_class_accuracy,train_pixel_accuracy,val_pixel_accuracy,train_epoch_time,val_epoch_time,train_calculation_time,val_calculation_time
0.7742250131236182,0.7124761462211608,0.06286297190106577,0.11245989799499512,0.8090438147385915,0.9661880970001221,0.43595339331982863,0.5393239974975585,0.1170836447013749,0.20132442116737365,0.8902129199769762,0.982791805267334,0.5036482823391756,0.5920581132173538,0.42145219445228577,0.17833454608917237,0.8199937641620636,0.9865447640419006,0.6207229776514901,0.5824396491050721,0.8111980424986945,0.9663412690162658,36.68398189544678,2.386148691177368,0.00235544310675727,0.002268409729003906
0.6957058740986718,0.6588035583496094,0.14063273866971335,0.13299672603607177,0.9597811798254648,0.9582727789878845,0.5502069592475891,0.5456347525119781,0.24427394651704365,0.2315536379814148,0.9794230792257521,0.9786686182022095,0.6118485128713979,0.6051111280918121,0.2859898366861873,0.28492484986782074,0.9761945340368483,0.9758359909057617,0.6310921874311235,0.6303804039955139,0.9600770407252841,0.9586075782775879,36.33444046974182,2.2973744869232178,0.0024653010898166234,0.0020341873168945312
0.6283059087064531,0.5999251246452332,0.16575519781973627,0.15979868769645691,0.9724608792199029,0.9712122201919555,0.5691080385198196,0.5655054539442063,0.28221283273564446,0.2684158593416214,0.9860202239619361,0.9853848695755005,0.6341165283487903,0.6269003644585609,0.2417483867870437,0.22750554531812667,0.9901454415586259,0.9904588103294373,0.6159469187259674,0.6089821815490722,0.9726307325892978,0.9713738918304443,36.36572480201721,2.2923460006713867,0.0023530589209662545,0.0022548675537109376
0.587859441836675,0.5600345492362976,0.1905271684130033,0.1950719565153122,0.9681802921824985,0.9710665941238403,0.579353730297751,0.5830692753195763,0.31769416977961856,0.32324123978614805,0.9837855961587694,0.9853035807609558,0.6507398829691939,0.654272410273552,0.3232122278875775,0.2960183143615723,0.9841036001841227,0.9885730147361755,0.653657916519377,0.6422956824302674,0.968436684873369,0.9713054776191712,36.122880697250366,2.217381238937378,0.002347879939609104,0.001986074447631836
0.560175832774904,0.5161396503448487,0.23104516002866957,0.242095485329628,0.967044817076789,0.9735589504241944,0.5990449885527293,0.6078272178769112,0.3731297254562378,0.38574470281600953,0.9832214216391245,0.9865974068641663,0.6781755735476812,0.6861710548400879,0.4245145221551259,0.34956471920013427,0.9804391860961914,0.989835548400879,0.7024768590927124,0.6697001218795776,0.9673859278361002,0.9737919211387634,36.31345319747925,2.19828462600708,0.0023393366071912977,0.0022539138793945313
0.528018573919932,0.49281383752822877,0.2574816569685936,0.25707981884479525,0.9667986863189273,0.9739942789077759,0.6121401716437604,0.6155370488762856,0.4079434441195594,0.405077189207077,0.983098695675532,0.986820912361145,0.6955210698975457,0.6959490507841111,0.4897711111439599,0.3698843389749527,0.9784339401457045,0.9897278666496276,0.7341025239891477,0.6798060894012451,0.9672053489420149,0.9742384910583496,36.076446294784546,2.218881130218506,0.002318633927239312,0.0021414756774902344
0.5167159636815389,0.49177215695381166,0.26668766720427406,0.2773905396461487,0.9655971990691291,0.9708906769752502,0.6161424331367016,0.6241406083106995,0.4191436337100135,0.4320499897003174,0.9824794563982222,0.9852233529090881,0.7008115450541178,0.7086366713047028,0.5290678573979272,0.4552845060825348,0.9763240317503611,0.984475839138031,0.7526959445741441,0.7198801755905151,0.9660393065876431,0.9712297558784485,35.97024416923523,2.2351794242858887,0.002358078956604004,0.0019815444946289064
0.48483539124329883,0.44822990894317627,0.286208752128813,0.2835455805063248,0.9661149746841855,0.9711295962333679,0.6261618634064993,0.6273375883698463,0.44248054424921673,0.439110666513443,0.982718461089664,0.9853458642959595,0.7125995026694404,0.7122282654047012,0.5537854019138548,0.46579332947731017,0.9762741890218523,0.984371566772461,0.7650297946400113,0.7250824451446534,0.9665727979607053,0.9714788794517517,35.89494180679321,2.2405052185058594,0.0023880799611409507,0.002164602279663086
0.46471823586357963,0.43899235129356384,0.2802648784385787,0.2909420669078827,0.96847931543986,0.9724153280258179,0.6243720969392194,0.6316786974668502,0.43638356029987335,0.4479644298553467,0.9839722712834676,0.9860078811645507,0.7101779157916704,0.7169861555099487,0.5346078127622604,0.4588135063648224,0.9794939557711283,0.9858753442764282,0.7570508850945367,0.7223444223403931,0.9688778983222114,0.9727403998374939,36.211238384246826,2.224435329437256,0.0023983584509955514,0.001993751525878906
0.4585554169283973,0.42367106676101685,0.27265095959107083,0.2887105822563171,0.9657731850941976,0.9703301787376404,0.6192120723426342,0.6295203804969788,0.4257705302702056,0.44554060101509096,0.9825705488522848,0.9849331378936768,0.7041705395612452,0.7152368694543838,0.5372991429434882,0.48668047189712527,0.9762270251909891,0.98306964635849,0.7567630840672387,0.7348750591278076,0.966221829255422,0.9707014679908752,35.96377420425415,2.200005292892456,0.002305401696099175,0.0019792556762695313
0.4389104064967897,0.43530787229537965,0.301039445731375,0.2743839681148529,0.9693193071418338,0.9648014903068542,0.6351793764366044,0.6195927292108536,0.4603166613313887,0.4285555124282837,0.9844091004795499,0.9820794224739074,0.7223628809054693,0.7053174674510956,0.569203386704127,0.5462077736854554,0.9790838658809662,0.9760291576385498,0.7741436229811774,0.7611184597015381,0.9697501394483778,0.9652951478958129,35.91937017440796,2.1240813732147217,0.0023170577155219186,0.001953125
0.4447735978497399,0.406106048822403,0.2949924005402459,0.2888195961713791,0.9674153162373437,0.9704276919364929,0.6312038583887948,0.629623644053936,0.4539174718989266,0.4454847157001495,0.9834082192844815,0.9849845886230468,0.718662845591704,0.7152346521615982,0.5709291332297854,0.4871347665786743,0.9773003392749362,0.9832158565521241,0.7741147312853072,0.7351753234863281,0.9678848054673936,0.9707940340042114,36.0345196723938,2.278808832168579,0.0023373232947455514,0.002142333984375
0.4190493192937639,0.38793532848358153,0.311928305361006,0.30667263865470884,0.969869444767634,0.974398386478424,0.6408988750643201,0.6405355125665665,0.4739088366429011,0.46661071181297303,0.9846936100059085,0.9870289325714111,0.7293012233244048,0.7268198221921921,0.5891901536120309,0.46211000680923464,0.9793631235758463,0.9878436326980591,0.7842766410774655,0.7249768137931824,0.9702899191114638,0.9746993541717529,36.03564691543579,2.164388656616211,0.002333905961778429,0.0019424915313720702
0.4586836314863629,0.42531183958053587,0.2678294587466452,0.2141377478837967,0.9615373313426971,0.9769657373428344,0.6146833950446712,0.5955517426133156,0.41914639208051896,0.34871735274791715,0.9803321063518524,0.9883445024490356,0.6997392492161857,0.6685309275984764,0.5815920266840193,0.257104355096817,0.9710536665386624,0.9955803871154785,0.7763228482670255,0.6263423681259155,0.9621060358153449,0.9771132469177246,35.975170850753784,2.1188395023345947,0.0023248460557725695,0.0019466400146484375
0.40976092053784263,0.38862589597702024,0.3179217105110486,0.30281769633293154,0.9721603426668379,0.9757066607475281,0.6450410265889432,0.6392621785402298,0.48160847359233433,0.4621260643005371,0.9858755833572812,0.9877001166343689,0.7337420284748077,0.724913090467453,0.5591794649759928,0.43089848160743716,0.9822580483224657,0.9899964928627014,0.7707187533378601,0.7104474782943726,0.9725407328870561,0.9759704947471619,35.965837717056274,2.1671676635742188,0.0023417075475056968,0.0022759437561035156
0.3856732514169481,0.365801066160202,0.3343394059273932,0.30923628211021426,0.9734763834211562,0.9767777919769287,0.6539078946742747,0.6430070370435714,0.49875737229983014,0.4693633258342743,0.9865536822213067,0.9882480025291442,0.7426555272605684,0.7288056641817093,0.5739147911469141,0.4217779338359833,0.9833284748925103,0.9912843704223633,0.7786216371589236,0.7065311551094056,0.97384156121148,0.9770258069038391,35.89173197746277,2.1152071952819824,0.0022961563534206813,0.0019827842712402343
0.36565809779696995,0.367545884847641,0.34368328418996597,0.3248801589012146,0.9752632743782468,0.9738326907157898,0.6594732792841064,0.6493564248085022,0.5103336804442935,0.48770217299461366,0.987467908196979,0.9867380499839783,0.7489007943206363,0.737220111489296,0.5557470354768965,0.5123518824577331,0.9856294095516205,0.9860400557518005,0.7706882158915201,0.7491959691047668,0.9755945569939084,0.9741735219955444,35.96147060394287,2.1245598793029785,0.0023835632536146375,0.0020840644836425783
0.3478578593995836,0.35306899547576903,0.3548948946926329,0.3264462411403656,0.9764781826072269,0.9766476035118103,0.6656865386499299,0.6515469223260879,0.5222400542762544,0.4890038430690765,0.9880967338879904,0.9881812572479248,0.7551683940821223,0.7385925501585007,0.5562831262747446,0.45898574590682983,0.9867281284597185,0.9902233362197876,0.7715056240558624,0.7246045351028443,0.9767900572882758,0.9769193172454834,35.942577838897705,2.1395370960235596,0.0023086071014404297,0.0020530223846435547
0.3371007889509201,0.34669882655143736,0.36198080745008254,0.33339899480342866,0.9773062732484605,0.9748865246772767,0.6696435403492715,0.6541427597403526,0.529976475569937,0.4970013737678528,0.9885185228453742,0.9872781872749329,0.7592474992076556,0.7421397805213928,0.5572252058320575,0.5105069160461426,0.9876662691434225,0.9871314883232116,0.7724457350042131,0.7488191962242127,0.9776067038377126,0.9752146959304809,35.90120458602905,2.1684865951538086,0.002327932251824273,0.0022006988525390624
0.32332546015580493,0.33818007111549375,0.37375133567386204,0.33969272673130035,0.9780943757957883,0.9746442437171936,0.6759228557348251,0.657168485224247,0.543093322051896,0.5039614319801331,0.9889218476083543,0.9871543765068054,0.7660075848301252,0.7455579042434692,0.5572036670313941,0.5314891040325165,0.988594674401813,0.9863516211509704,0.7728991607824961,0.7589203834533691,0.9783798323737251,0.9749893546104431,35.85693168640137,2.354520320892334,0.0023739470375908744,0.002204227447509766
0.3142721835109923,0.3271125316619873,0.37981973588466644,0.34442225098609924,0.9785666730668809,0.9771237254142762,0.6791932044757737,0.6607729882001877,0.5492802096737756,0.508826059103012,0.9891630411148071,0.9884250521659851,0.7692216253942914,0.7486255556344986,0.563848786883884,0.4878499090671539,0.9887304206689199,0.9899659872055053,0.7762896054320865,0.7389079332351685,0.9788580470614963,0.9774077415466309,35.85862326622009,2.2054519653320312,0.002317839198642307,0.0020216941833496095
0.308524489402771,0.3256726026535034,0.3809361987643772,0.3457550764083862,0.9789842433399625,0.9769124507904052,0.6799602210521698,0.6613337635993958,0.5503043515814675,0.5102837979793549,0.9893768098619249,0.9883169412612915,0.7698405807216963,0.7493003696203232,0.5678103864192963,0.4953994989395142,0.9890200429492526,0.9895593881607055,0.7784152130285898,0.7424794435501099,0.9792735841539171,0.9772034287452698,35.820281744003296,2.14847731590271,0.0022991630766126844,0.0019634246826171877
0.2972462822993596,0.32259673476219175,0.3928668730788761,0.34929039478302004,0.9797584414482117,0.9757398962974548,0.6863126572635438,0.6625151455402374,0.5630742278363969,0.5145431399345398,0.9897729588879479,0.987715995311737,0.7764235933621725,0.7511295676231384,0.5630513578653336,0.5295457482337952,0.9901547034581503,0.987516713142395,0.7766030298338996,0.7585312128067017,0.9800244271755219,0.9760687470436096,36.004050493240356,2.164213180541992,0.002381192313300239,0.0022376537322998046
0.29501627137263614,0.31693081855773925,0.3962335106399324,0.34678381085395815,0.9793825679355197,0.9785483479499817,0.687808039287726,0.6626660794019699,0.5652744952175353,0.5111606180667877,0.9895780881245931,0.9891534209251404,0.7774262916710641,0.750157019495964,0.580262690782547,0.46076861023902893,0.9891907076040903,0.992079758644104,0.7847266991933187,0.7264241814613343,0.9796692530314127,0.9787999153137207,35.84566783905029,2.2168259620666504,0.002345879872639974,0.0020267486572265623
0.2853524535894394,0.31496779918670653,0.40465548634529114,0.35537746250629426,0.9803279141585032,0.9764438390731811,0.6924917002518972,0.6659106507897377,0.5753015577793121,0.5208371400833129,0.990062501695421,0.9880755424499512,0.7826820297373666,0.7544563412666321,0.5762384368313683,0.5265974998474121,0.990425318479538,0.9882544159889222,0.7833318809668223,0.7574259638786316,0.98059371776051,0.9767651557922363,35.951119899749756,2.1568334102630615,0.002335919274224175,0.0020372867584228516
0.2793039605021477,0.3236281454563141,0.41163520846101975,0.3460879117250443,0.9801357388496399,0.9732015013694764,0.6958854736553298,0.6596447065472603,0.5819833841588762,0.511298531293869,0.9899644354979197,0.9864099740982055,0.785973909828398,0.7488542526960373,0.5903615454832712,0.5740336418151856,0.9898391995165083,0.9837952375411987,0.7901003691885207,0.7789144277572632,0.9804162813557519,0.9736032009124755,35.870405197143555,2.162825345993042,0.0023305416107177734,0.0020055294036865233
