fold,total_training_time_min,best_epoch,avg_time_per_epoch_min,train_time_min,val_time_min
0,43.29566383759181,55,0.7871938879562147,40.73517554601033,2.53358549674352
1,69.93545819918315,100,0.6993545819918314,65.85395175218582,4.0502930879592896
2,38.18031728665034,53,0.7203833450311385,35.969709785779315,2.185792104403178
3,25.403328156471254,33,0.7697978229233713,23.935689679781596,1.4448350389798483
4,50.98917581240336,72,0.7081829973944911,47.94002467393875,3.023954955736796
